bench,node,strategy,throughput
dedup,8,mcs_spin,0.0176584849019954
freqmine,6,mcs_spin,0.0172205958326158
word_count,8,c-ptl-tkt,0.0798722044728434
radiosity,2,ticket,0.0236798484489699
matrix_multiply,4,malthusian_stp,0.0525762355415352
p_raytrace,4,posix_adaptive,0.00655780706931602
fmm,6,c-tkt-tkt,0.0521104742053153
canneal,1,malthusian_stp,0.00742500742500743
bodytrack,6,clh_stp,0.0410846343467543
p_raytrace,8,posix,0.00659282700421941
ferret,1,malthusian_stp,0.00779848709350386
pca_ll,2,ttas,267122
linear_regression,8,c-ptl-tkt,1.49253731343284
ferret,4,spinlock,0.0287191269385411
facesim,8,c-ptl-tkt,0.0609384521633151
p_raytrace,2,malthusian_spin,0.00658414537792994
freqmine,2,posix,0.010285949393129
ferret,8,clh_spin,0.0109565026843432
vips,2,posix_adaptive,0.0551571980143409
water_spatial,2,mcs_spin,0.0337381916329285
dedup,4,mcs-timepub,0.018450184501845
x264,6,spinlock,0.0742390497401633
linear_regression,8,ttas,0.952380952380952
p_raytrace,6,partitioned,0.00651253663301856
pca,8,ttas,0.0178348492955235
ferret,2,partitioned,0.0121094696052313
freqmine,4,mcs_stp,0.0150829562594268
barnes,8,mcs-timepub,0.0870322019147084
ocean_ncp,8,cbomcs_stp,0.0659195781147001
freqmine,8,posix,0.0183250870441635
dedup,6,malthusian_stp,0.0188857412653447
streamcluster_ll,2,posix,12366
canneal,2,partitioned,0.00947957152336714
volrend,4,spinlock,0.0814332247557003
fluidanimate,8,cbomcs_spin,0.00986679822397632
ocean_cp,2,cbomcs_stp,0.091324200913242
blackscholes,1,malthusian_stp,0.0135851107186524
histogram,2,mcs_spin,0.431034482758621
water_spatial,1,mcs_stp,0.0198491464867011
ferret,4,mcs_stp,0.0293685756240822
freqmine,1,malthusian_stp,0.00621813207312523
water_nsquared,1,malthusian_stp,0.00494633229460355
radiosity_ll,8,clh_spin,184669
facesim,1,partitioned,0.0337381916329285
fluidanimate,8,malthusian_stp,0.00962741888899586
water_nsquared,4,clh_stp,0.0155763239875389
lu_cb,1,cbomcs_stp,0.0155787505842031
radiosity,2,c-ptl-tkt,0.0237868696479543
fft,2,malthusian_spin,0.0735835172921266
ocean_cp,2,mcs_stp,0.0919963201471941
radiosity_ll,1,cbomcs_spin,70287
streamcluster,4,c-tkt-tkt,0.298507462686567
radix,2,posix,0.117508813160987
ferret,4,ticket,0.00987361769352291
ocean_cp,4,backoff,0.161812297734628
bodytrack,2,clh_spin,0.0273373428102788
blackscholes,1,mcs-timepub,0.0135171668018383
ocean_cp,8,clh_spin,0.136239782016349
s_raytrace_ll,2,partitioned,129454
ferret,1,mcs_spin,0.00721188518678783
volrend,6,cbomcs_stp,0.0796178343949045
histogram,1,ttas,0.25
swaptions,1,posix_adaptive,0.0110938540048813
lu_cb,4,mcs-timepub,0.0452079566003617
fmm,6,ttas,0.0516528925619835
streamcluster_ll,1,malthusian_spin,6833
ferret,8,partitioned,0.012402331638348
pca,1,ttas,0.0367107195301028
linear_regression,6,clh_spin,1.38888888888889
pca,4,clh_spin,0.04510599909788
ssl_proxy,4,posix_adaptive,18049
linear_regression,4,ticket,1.08695652173913
x264,2,posix,0.0335683115139309
lu_ncb,2,posix,0.0254777070063694
dedup,2,backoff,0.0506842372022301
s_raytrace_ll,1,posix_adaptive,93052
radix,2,cbomcs_stp,0.113250283125708
bodytrack,1,cbomcs_spin,0.0173340266944011
radiosity,4,malthusian_stp,0.0235017626321974
string_match,2,partitioned,0.0185632077222944
x264,4,spinlock,0.0592768227622999
bodytrack,6,backoff,0.0412031314379893
p_raytrace,4,malthusian_spin,0.00658111220796315
ssl_proxy,6,c-ptl-tkt,34159
matrix_multiply,8,backoff,0.0983284169124877
swaptions,4,mcs_spin,0.043917435221783
fluidanimate,2,cbomcs_spin,0.0064855048965562
streamcluster,2,malthusian_stp,0.34965034965035
volrend,4,posix,0.0904977375565611
radiosity_ll,8,ttas,16491
fluidanimate,8,posix,0.0140864910550782
barnes,4,malthusian_stp,0.0544662309368192
water_nsquared,8,mcs_stp,0.0339443312966735
lu_cb,6,backoff,0.0571102227298686
ocean_ncp,1,c-ptl-tkt,0.0489236790606654
pca_ll,6,backoff,397872
freqmine,1,partitioned,0.00618238021638331
vips,6,malthusian_spin,0.0263991552270327
p_raytrace,4,ticket,0.0065252854812398
linear_regression,2,ticket,0.666666666666667
streamcluster,1,partitioned,0.480769230769231
ssl_proxy,1,posix,29633
word_count,2,c-tkt-tkt,0.100908173562059
streamcluster_ll,2,spinlock,11012
s_raytrace,6,c-tkt-tkt,0.0830564784053156
radix,4,posix,0.202020202020202
kmeans,4,malthusian_stp,0.0197980597901406
histogram,6,malthusian_stp,0.425531914893617
ssl_proxy,1,clh_spin,36281
x264,6,malthusian_stp,0.0741839762611276
x264,2,ticket,0.0246426811237063
canneal,1,ticket,0.00736919675755343
lu_ncb,2,cbomcs_stp,0.0257864878803507
swaptions,6,ttas,0.0599161174355902
p_raytrace,1,malthusian_stp,0.00650829808005207
pca,2,c-tkt-tkt,0.0506072874493927
radix,1,mcs-timepub,0.0659630606860158
x264,8,mcs_spin,0.0816326530612245
s_raytrace,8,mcs_stp,0.0077555452148286
ssl_proxy,1,posix_adaptive,35466
ssl_proxy,4,partitioned,37241
s_raytrace_ll,2,cbomcs_stp,114613
ferret,1,c-ptl-tkt,0.0072563674624483
fmm,8,posix_adaptive,0.0550964187327824
freqmine,8,posix_adaptive,0.0180472838837755
radiosity,1,c-tkt-tkt,0.0225428313796213
s_raytrace,1,malthusian_stp,0.0173010380622837
p_raytrace,2,c-ptl-tkt,0.0064968814968815
lu_ncb,8,ticket,0.0635324015247776
fmm,4,posix_adaptive,0.0454132606721163
facesim,2,ticket,0.0584795321637427
pca_ll,8,c-tkt-tkt,276613
barnes,8,mcs_spin,0.0895255147717099
linear_regression,1,mcs_stp,0.515463917525773
string_match,2,spinlock,0.0185185185185185
s_raytrace,4,mcs_stp,0.0118077695123391
streamcluster_ll,1,cbomcs_stp,5380
histogram,1,backoff,0.260416666666667
canneal,2,clh_spin,0.00901713255184851
dedup,2,ticket,0.0518941359626362
kmeans,6,clh_spin,0.0269905533063428
barnes,4,mcs_stp,0.0476644423260248
dedup,4,malthusian_stp,0.0205044084478163
radix,1,c-tkt-tkt,0.0664893617021277
bodytrack,6,posix,0.0405186385737439
dedup,8,malthusian_spin,0.0173310225303293
water_spatial,1,posix,0.0199720391451967
radiosity_ll,1,c-ptl-tkt,70986
pca,6,partitioned,0.0426803243704652
linear_regression,8,partitioned,1.42857142857143
canneal,1,mcs_stp,0.00746491489997014
s_raytrace,2,c-ptl-tkt,0.0326690623979092
linear_regression,1,ticket,0.512820512820513
vips,2,c-ptl-tkt,0.0227894257064722
radiosity_ll,6,mcs-timepub,156606
radiosity_ll,1,clh_stp,66457
bodytrack,4,posix_adaptive,0.0372995151063036
linear_regression,1,ttas,0.518134715025907
freqmine,4,mcs_stp,0.014903129657228
dedup,6,mcs_stp,0.0188572506128606
fft,1,clh_stp,0.066577896138482
freqmine,8,ttas,0.0180603214737222
pca,2,c-ptl-tkt,0.0506329113924051
radiosity_ll,8,malthusian_stp,133918
ocean_cp,2,mcs_stp,0.0914076782449726
volrend,6,mcs-timepub,0.099601593625498
kmeans,1,cbomcs_stp,0.00773096250483185
facesim,4,malthusian_stp,0.0674308833445718
ocean_ncp,8,clh_stp,0.0880281690140845
ssl_proxy,8,posix,7811
p_raytrace,2,mcs_stp,0.00659630606860158
pca_ll,4,malthusian_stp,365550
vips,4,c-ptl-tkt,0.0616142945163278
dedup,1,posix_adaptive,0.0575373993095512
barnes,1,partitioned,0.0161290322580645
radiosity,2,mcs_stp,0.0237416904083571
pca_ll,2,ttas,266985
radiosity,2,malthusian_stp,0.0235017626321974
pca_ll,6,ttas,103072
dedup,2,malthusian_spin,0.0225784601490178
lu_cb,2,cbomcs_stp,0.0277238702522872
streamcluster,8,spinlock,0.00827540549486925
lu_cb,2,ticket,0.0277008310249307
streamcluster,8,ttas,0.0230202578268877
ocean_cp,2,malthusian_stp,0.0914913083257091
p_raytrace,1,ticket,0.00651380927566441
blackscholes,6,posix,0.0243249817562637
bodytrack,2,ticket,0.0273149412728763
pca,1,partitioned,0.0369549150036955
lu_cb,2,mcs-timepub,0.0277161862527716
vips,8,c-ptl-tkt,0.0583771161704612
ocean_cp,1,posix,0.0564015792442188
linear_regression,6,posix_adaptive,1.26582278481013
ssl_proxy,2,cbomcs_stp,26933
mysqld,1,posix,868
kmeans,2,clh_spin,0.0140016802016242
water_spatial,4,partitioned,0.0523560209424084
fluidanimate,2,cbomcs_stp,0.00654065014062398
blackscholes,4,backoff,0.0224668613794653
dedup,8,posix_adaptive,0.0355618776671408
freqmine,4,c-ptl-tkt,0.0152485513876182
s_raytrace,1,posix,0.0172413793103448
facesim,8,ticket,0.0500751126690035
radiosity,4,mcs_stp,0.01776514478593
dedup,8,partitioned,0.032520325203252
fmm,4,mcs_spin,0.0442477876106195
ocean_cp,2,partitioned,0.0915750915750916
ssl_proxy,2,mcs_stp,4309
s_raytrace,8,partitioned,0.0764525993883792
kmeans,8,clh_spin,0.0312793243665937
freqmine,2,malthusian_stp,0.0103745201784417
s_raytrace,8,clh_stp,0.00774953502789833
histogram,6,c-tkt-tkt,0.423728813559322
ocean_ncp,2,partitioned,0.0762195121951219
freqmine,2,posix_adaptive,0.0101430165331169
ocean_ncp,1,mcs_spin,0.0484261501210654
