bench,node,strategy,throughput
swaptions,2,posix,0.0244558571777941
lu_cb,2,malthusian_spin,0.0426803243704652
barnes,1,malthusian_stp,0.0197355437142293
lu_ncb,8,cbomcs_spin,0.0587199060481503
freqmine,6,c-tkt-tkt,0.0221631205673759
p_raytrace,6,clh_stp,0.00677139761646804
dedup,4,clh_spin,0.00866551126516464
water_spatial,1,mcs-timepub,0.0253036437246964
fmm,6,mcs-timepub,0.06765899864682
water_nsquared,8,clh_stp,0.0265181649429859
mysqld,6,posix,1075
radiosity,8,posix_adaptive,0.0257665550115949
facesim,2,spinlock,0.0711743772241993
fft,1,ticket,0.0670690811535882
radiosity_ll,6,c-ptl-tkt,210636
volrend,4,mcs_spin,0.104058272632674
blackscholes,6,cbomcs_spin,0.0246791707798618
water_nsquared,2,cbomcs_stp,0.0116822429906542
fmm,1,malthusian_stp,0.0296912114014252
swaptions,2,mcs_spin,0.0253871541000254
water_nsquared,8,cbomcs_stp,0.0326690623979092
fmm,2,ttas,0.0362713093942691
x264,4,backoff,0.0986193293885601
ferret,1,backoff,0.0122129946262824
fmm,8,cbomcs_spin,0.0538793103448276
dedup,1,clh_spin,0.0171291538198013
string_match,8,malthusian_stp,0.0613496932515337
streamcluster_ll,2,cbomcs_stp,11226
pca,6,mcs_stp,0.0176460208223046
swaptions,1,partitioned,0.0134480903711673
string_match,4,spinlock,0.0476871721506915
blackscholes,2,clh_stp,0.0197745699031046
x264,8,mcs_stp,0.0961538461538461
ssl_proxy,8,mcs_spin,25867
lu_ncb,4,posix_adaptive,0.0540540540540541
blackscholes,8,c-tkt-tkt,0.0255950857435372
s_raytrace_ll,1,clh_stp,105563
ferret,6,clh_spin,0.0128353228083686
radix,1,backoff,0.0784313725490196
swaptions,4,posix_adaptive,0.0483792936623125
radiosity_ll,4,spinlock,29893
string_match,1,clh_spin,0.0139762403913347
water_spatial,4,mcs_stp,0.0576701268742791
s_raytrace,6,clh_stp,0.00756601346750397
ocean_ncp,4,ticket,0.144717800289436
pca_ll,2,clh_stp,79028
volrend,4,partitioned,0.103199174406605
ssl_proxy,6,ticket,9415
radiosity,2,backoff,0.023551577955723
radix,8,ttas,0.316455696202532
streamcluster,4,c-tkt-tkt,0.225225225225225
radiosity_ll,6,c-ptl-tkt,212007
vips,8,c-tkt-tkt,0.0836120401337793
lu_cb,6,mcs_stp,0.0589275191514437
dedup,6,ticket,0.0449236298292902
fmm,4,mcs_stp,0.0578703703703704
p_raytrace,8,mcs-timepub,0.00670690811535882
blackscholes,4,clh_stp,0.0232991612301957
ssl_proxy,2,cbomcs_spin,35823
streamcluster,4,c-ptl-tkt,0.233644859813084
streamcluster_ll,8,c-tkt-tkt,3908
matrix_multiply,6,posix,0.07627765064836
word_count,8,partitioned,0.0754147812971342
ocean_cp,2,partitioned,0.205338809034908
blackscholes,2,clh_stp,0.018677624206201
dedup,6,mcs_spin,0.018491124260355
bodytrack,6,mcs_stp,0.0414765657403567
string_match,6,mcs_spin,0.0549450549450549
p_raytrace,8,c-tkt-tkt,0.00675721332522468
canneal,8,backoff,0.01203514261644
s_raytrace,2,ticket,0.04149377593361
pca_ll,8,clh_spin,255065
radiosity,4,mcs-timepub,0.0237925291458482
string_match,1,backoff,0.0139217597104274
ferret,8,spinlock,0.0462534690101758
lu_cb,8,ttas,0.0634920634920635
fluidanimate,2,mcs-timepub,0.00792581437742728
radix,1,backoff,0.0784313725490196
canneal,1,partitioned,0.00749962501874906
freqmine,2,clh_stp,0.0143719459614832
word_count,2,clh_spin,0.11001100110011
pca_ll,6,clh_stp,72319
volrend,1,posix_adaptive,0.0500250125062531
vips,2,backoff,0.0751314800901578
radiosity_ll,1,clh_spin,92621
volrend,2,ttas,0.0779423226812159
kmeans,4,posix_adaptive,0.0233535730966838
swaptions,1,malthusian_spin,0.0133922592741395
pca,2,c-tkt-tkt,0.061012812690665
kmeans,8,partitioned,0.0326477309826967
kmeans,4,c-tkt-tkt,0.0228571428571429
bodytrack,4,mcs_stp,0.0379362670713202
string_match,4,cbomcs_spin,0.0515729757607014
dedup,2,c-tkt-tkt,0.0596658711217184
s_raytrace_ll,1,ticket,104115
linear_regression,1,mcs_spin,0.806451612903226
facesim,4,mcs_spin,0.0741289844329133
bodytrack,8,mcs_spin,0.0420168067226891
string_match,4,clh_spin,0.0480538202787122
s_raytrace_ll,6,c-ptl-tkt,234658
radiosity,1,posix_adaptive,0.0232126276694522
water_nsquared,6,mcs-timepub,0.0304228780042592
ssl_proxy,4,clh_spin,38844
word_count,6,ticket,0.0809061488673139
word_count,6,spinlock,0.0796178343949045
s_raytrace,4,malthusian_stp,0.0618429189857761
p_raytrace,2,mcs-timepub,0.00671772134891845
water_nsquared,6,ticket,0.0293772032902468
water_nsquared,1,c-tkt-tkt,0.00618238021638331
canneal,8,mcs_spin,0.0117647058823529
bodytrack,6,clh_stp,0.0412881915772089
p_raytrace,8,clh_stp,0.00684697021567956
ocean_cp,2,malthusian_spin,0.172711571675302
volrend,2,posix_adaptive,0.0747384155455904
histogram,8,c-tkt-tkt,0.288184438040346
lu_cb,1,malthusian_spin,0.0260824204486176
freqmine,4,malthusian_stp,0.0208637596494888
fmm,1,cbomcs_stp,0.0244021473889702
x264,6,posix_adaptive,0.0942507068803016
lu_ncb,8,c-ptl-tkt,0.0594530321046373
s_raytrace,6,spinlock,0.0144969556393157
vips,4,cbomcs_stp,0.118906064209275
ferret,1,clh_stp,0.0122940742562085
linear_regression,1,backoff,0.833333333333333
s_raytrace_ll,1,mcs_stp,105864
s_raytrace,4,partitioned,0.0738552437223043
water_spatial,6,cbomcs_spin,0.0722543352601156
radiosity,1,mcs_spin,0.0229990800367985
radiosity_ll,1,c-ptl-tkt,88503
ocean_cp,2,malthusian_stp,0.143266475644699
pca,2,clh_spin,0.0460193281178095
lu_cb,1,mcs_spin,0.0263782643102084
pca,2,backoff,0.0537923614846692
swaptions,1,cbomcs_spin,0.0133120340788072
p_raytrace,2,c-tkt-tkt,0.00682687056253414
freqmine,2,partitioned,0.0144009216589862
blackscholes,2,malthusian_spin,0.0194514685858782
barnes,2,mcs-timepub,0.0337723741979061
ssl_proxy,8,c-ptl-tkt,27424
radix,4,clh_spin,0.234192037470726
bodytrack,1,c-ptl-tkt,0.0199920031987205
facesim,4,clh_stp,0.0611246943765281
ssl_proxy,4,mcs-timepub,36001
pca,4,ttas,0.0293255131964809
radiosity_ll,4,ticket,48531
s_raytrace_ll,1,clh_spin,103984
volrend,2,clh_spin,0.0834724540901502
ocean_cp,2,mcs-timepub,0.194174757281553
dedup,8,ttas,0.0376506024096386
water_spatial,6,mcs-timepub,0.0657462195923734
pca_ll,2,clh_spin,344445
string_match,6,mcs_spin,0.0563380281690141
ocean_ncp,4,cbomcs_spin,0.151057401812689
water_spatial,8,malthusian_spin,0.0771010023130301
facesim,1,mcs-timepub,0.050251256281407
fft,8,malthusian_stp,0.0730460189919649
barnes,6,cbomcs_spin,0.0773993808049536
histogram,2,spinlock,0.561797752808989
freqmine,6,spinlock,0.0222469410456062
blackscholes,2,clh_stp,0.0186393289841566
freqmine,2,spinlock,0.0146028037383178
radiosity,6,cbomcs_spin,0.0240905805829921
water_spatial,4,c-tkt-tkt,0.0618429189857761
lu_cb,6,ttas,0.0575705238917674
kmeans,1,mcs-timepub,0.00985318750615824
canneal,6,partitioned,0.0111844312716698
lu_ncb,8,mcs-timepub,0.0604229607250755
ssl_proxy,2,cbomcs_spin,36474
swaptions,2,mcs-timepub,0.0264830508474576
ferret,2,posix,0.0237416904083571
pca_ll,2,cbomcs_stp,280370
s_raytrace,8,partitioned,0.0235017626321974
streamcluster,1,malthusian_spin,0.518134715025907
freqmine,2,mcs-timepub,0.0142328494164532
x264,8,posix_adaptive,0.0909090909090909
swaptions,2,spinlock,0.0264550264550265
barnes,4,c-ptl-tkt,0.0583090379008746
ocean_cp,8,ticket,0.0768639508070715
vips,6,mcs_spin,0.144300144300144
linear_regression,6,cbomcs_spin,1.28205128205128
lu_ncb,8,c-ptl-tkt,0.0607164541590771
pca_ll,8,cbomcs_spin,399696
linear_regression,2,mcs_spin,1.0989010989011
lu_cb,8,partitioned,0.0627352572145546
