bench,node,strategy,throughput
streamcluster,4,mcs_spin,0.061652281134402
kmeans,1,malthusian_stp,0.0243664717348928
linear_regression,4,clh_stp,1.53846153846154
freqmine,4,posix,0.0322061191626409
barnes,2,malthusian_spin,0.0899280575539568
ssl_proxy,1,mcs_stp,4537
dedup,4,cbomcs_stp,0.0191791331031837
s_raytrace_ll,2,clh_stp,24902
blackscholes,1,malthusian_stp,0.0255493101686254
matrix_multiply,2,ticket,0.0623441396508728
string_match,1,c-tkt-tkt,0.0355618776671408
lu_cb,4,ttas,0.0922509225092251
x264,1,c-tkt-tkt,0.0870322019147084
fmm,4,partitioned,0.0641025641025641
streamcluster,4,mcs_spin,0.0559910414333707
barnes,4,mcs-timepub,0.137362637362637
kmeans,2,posix_adaptive,0.0320512820512821
p_raytrace,2,cbomcs_spin,0.0133868808567604
word_count,2,posix,0.114942528735632
p_raytrace,4,ticket,0.0134498991257566
lu_ncb,2,mcs_spin,0.0542299349240781
volrend,4,clh_stp,0.139082058414465
swaptions,1,cbomcs_spin,0.0365230094959825
canneal,2,mcs_spin,0.0128899200824955
histogram,2,partitioned,0.757575757575758
matrix_multiply,2,posix,0.0605693519079346
word_count,4,cbomcs_spin,0.0889679715302491
ssl_proxy,4,mcs-timepub,40554
matrix_multiply,4,clh_spin,0.117647058823529
word_count,1,spinlock,0.135685210312076
kmeans,2,c-ptl-tkt,0.0337952010814464
pca_ll,1,malthusian_stp,649134
lu_cb,1,posix_adaptive,0.0461254612546125
canneal,2,c-tkt-tkt,0.0129315918789603
streamcluster_ll,3,partitioned,21055
radiosity_ll,2,malthusian_spin,203468
word_count,4,malthusian_stp,0.0915750915750916
pca_ll,4,posix,411543
fmm,3,c-ptl-tkt,0.0662690523525514
ssl_proxy,4,backoff,59056
lu_cb,3,mcs_spin,0.0848176420695505
vips,4,ttas,0.29585798816568
swaptions,3,cbomcs_stp,0.1001001001001
ssl_proxy,2,posix,37085
water_spatial,1,cbomcs_stp,0.05
matrix_multiply,2,malthusian_stp,0.0616142945163278
word_count,3,ttas,0.092678405931418
vips,3,mcs-timepub,0.232558139534884
volrend,4,posix,0.13986013986014
water_spatial,1,mcs_spin,0.0501002004008016
mysqld,4,mcs_stp,2646
pca_ll,4,malthusian_spin,741339
water_spatial,2,ticket,0.0841042893187553
barnes,4,mcs-timepub,0.135685210312076
barnes,4,malthusian_spin,0.134408602150538
p_raytrace,3,posix_adaptive,0.0133102622121656
water_spatial,3,c-ptl-tkt,0.105042016806723
canneal,2,mcs-timepub,0.0127730233746328
kmeans,3,malthusian_spin,0.0452898550724638
volrend,2,backoff,0.120048019207683
streamcluster_ll,4,mcs-timepub,4381
pca,1,posix,0.0700280112044818
radiosity,2,malthusian_stp,0.0629326620516048
radiosity_ll,4,malthusian_stp,188648
word_count,4,clh_spin,0.0897666068222621
freqmine,1,clh_spin,0.013846579894766
radiosity,1,spinlock,0.060790273556231
lu_ncb,4,clh_spin,0.0946969696969697
s_raytrace_ll,1,spinlock,152386
barnes,2,ticket,0.0908265213442325
ssl_proxy,4,posix,29759
p_raytrace,4,mcs_spin,0.0136668033347
fmm,2,c-ptl-tkt,0.0601322910402886
bodytrack,2,malthusian_stp,0.0501756146512795
x264,3,clh_stp,0.138121546961326
mysqld,4,mcs-timepub,1430
swaptions,1,posix_adaptive,0.0365764447695684
volrend,1,malthusian_spin,0.105485232067511
lu_ncb,2,c-tkt-tkt,0.0485672656629432
s_raytrace,4,cbomcs_spin,0.120918984280532
streamcluster,3,posix,0.164203612479475
s_raytrace_ll,1,cbomcs_spin,152210
word_count,3,posix_adaptive,0.0953288846520496
barnes,2,ticket,0.091324200913242
p_raytrace,4,c-tkt-tkt,0.0137193030594046
bodytrack,1,backoff,0.036231884057971
ssl_proxy,2,mcs_spin,62123
lu_ncb,1,cbomcs_stp,0.0367242012486228
bodytrack,4,clh_spin,0.0588928150765607
dedup,1,malthusian_spin,0.0408663669799755
ssl_proxy,3,backoff,68729
water_nsquared,3,ticket,0.0548245614035088
histogram,4,posix_adaptive,0.595238095238095
x264,2,clh_stp,0.133333333333333
lu_cb,2,cbomcs_spin,0.0701754385964912
