bench,node,strategy,throughput,tpp
matrix_multiply,4,alock-ls,0.114678899082569,0.000514544713101492
s_raytrace_ll,4,hmcs,682908,2522.19702200975
radiosity,3,ticket-ls,0.0576368876080692,0.000438737136499175
rocksdb,1,alock-ls,2610852,17421.2626225654
canneal,3,malth_stp,0.0134264232008593,0.000109450655237807
lu_cb,1,ahmcs,0.0459136822773186,0.000314517094744315
canneal,1,ticket,0.0111247079764156,9.09411915954565e-05
ferret,2,backoff,0.0526870389884089,0.00026204962858599
freqmine,3,hmcs,0.0303674460977832,0.000174135309605735
swaptions,3,pthread,0.0998003992015968,0.000464922869209987
matrix_multiply,1,spinlock-ls,0.0315059861373661,0.000216483729724748
water_nsquared,4,hmcs,0.0649772579597141,0.000277408601332314
dedup,1,spinlock-ls,0.102354145342886,0.000767271631421902
water_nsquared,1,mutexee,0.0191938579654511,0.000127573841578483
vips,4,c-bo-mcs_stp,0.128205128205128,0.000735552657375108
fmm,2,spinlock,0.058173356602676,0.000404558073609154
streamcluster_ll,1,c-bo-mcs_stp,16112,110.421565715573
kyotocabinet,1,pthreadadapt,279705,2002.99195961697
bodytrack,4,mcs-timepub,0.0459347726228755,0.000331302615168435
streamcluster,3,pthread,0.0574712643678161,0.000463719365461167
s_raytrace,4,mutexee,0.0923361034164358,0.00038633608676363
swaptions,3,mcs_stp,0.099502487562189,0.000466317736741451
streamcluster_ll,2,malth_spin,11132,66.9975143392556
kyotocabinet,1,ticket,338132,2425.38057351587
freqmine,4,ticket-ls,0.0315955766192733,0.000177611068902551
linear_regression,1,ticket,1,0.00683991042590104
barnes,4,pthreadadapt,0.141242937853107,0.000685677763303722
vips,4,ahmcs,0.10752688172043,0.000479335250052476
lu_cb,4,alock-ls,0.0836820083682008,0.00049082873164382
canneal,2,mutexee,0.0127437237160698,0.000103751206427199
p_raytrace,2,c-tkt-tkt,0.0134952766531714,0.000117546469414187
matrix_multiply,3,spinlock-ls,0.0905797101449275,0.000454093323936708
pca,3,c-bo-mcs_spin,0.0892060660124888,0.000565195707816755
vips,1,ticket-ls,0.0865800865800866,0.000569865139255006
fmm,4,clh_stp,0.0653167864141084,0.000431699347948483
canneal,3,ahmcs,0.0134825401105568,0.000109757104457928
radiosity_ll,2,c-bo-mcs_spin,332835,1835.56019034787
p_raytrace,2,backoff,0.0133226751931788,0.000116072660010115
s_raytrace,4,mcs_spin,0.140056022408964,0.000562661206057667
lu_ncb,3,ttas-ls,0.0632911392405063,0.000357862581035848
lu_cb,1,partitioned,0.0459136822773186,0.000315192016699097
p_raytrace,2,clh-ls,0.0136314067611778,0.000118114862003035
word_count,2,clh_stp,0.0895255147717099,0.000719674013867852
pca,3,alock-ls,0.0811688311688312,0.000525852786335607
lu_cb,2,backoff,0.0652741514360313,0.000416775053534401
kmeans,1,backoff,0.0226757369614512,0.000150177378706957
x264,3,mcs_spin,0.125944584382872,0.000773402980849769
ferret,1,malth_spin,0.0268024658268561,0.000169845650495974
radiosity_ll,4,mcs-timepub,245655,1003.72413093652
ssl_proxy,3,spinlock,5661,30.229963029412
rocksdb,4,c-bo-mcs_stp,8622401,37050.9149270416
radiosity_ll,1,clh_stp,90069,722.390286789722
s_raytrace,3,alock-ls,0.13869625520111,0.000602976822527263
dedup,2,malth_stp,0.0402738622633911,0.000327862901586109
bodytrack,2,c-tkt-tkt,0.0365764447695684,0.000305981979428152
canneal,2,mcs_spin,0.0127828198900677,0.000103982050500319
vips,1,mutexee,0.0868055555555556,0.000569551585862511
barnes,2,pthread,0.0889679715302491,0.000517166313600758
p_raytrace,4,malth_stp,0.0136630687252357,0.000118450341885022
vips,4,malth_spin,0.0424628450106157,0.00019410408142258
volrend,1,pthreadadapt,0.0980392156862745,0.000693062019623727
x264,3,malth_spin,0.125628140703518,0.000772983618373838
water_nsquared,2,ticket-ls,0.0370233246945576,0.000204621598106668
freqmine,2,mutexee,0.0244081034903588,0.000150194971577128
mysqld,4,pthread,2961,14.1352867914591
radiosity_ll,3,malth_spin,204791,1034.82613833452
swaptions,3,ticket-ls,0.0999000999000999,0.000462719021565008
sqlite,2,mcs_stp,1166,11.0150276151277
p_raytrace,2,hmcs,0.0135025654874426,0.000116591833407063
barnes,3,c-bo-mcs_spin,0.119189511323004,0.000627733522906179
blackscholes,3,clh_spin,0.0338409475465313,0.000257962343735344
kmeans,4,ticket,0.0436681222707424,0.000182072392550616
dedup,3,backoff,0.0669344042838019,0.000489595132326125
vips,1,spinlock-ls,0.0868809730668983,0.000571856426564324
sqlite,3,c-bo-mcs_stp,8153,55.6703209194276
fmm,1,alock-ls,0.0419463087248322,0.000309025135287751
rocksdb,3,spinlock-ls,7333573,35347.8080029523
string_match,2,c-bo-mcs_spin,0.0668002672010688,0.000382838623202819
freqmine,4,mcs_spin,0.0318471337579618,0.000177339230723205
kmeans,3,c-ptl-tkt,0.0396353547364249,0.000188074486555095
s_raytrace_ll,4,ttas-ls,199872,887.045111169269
water_nsquared,3,mcs-ls,0.0539083557951482,0.000253825194027697
upscaledb,3,ticket,216695,1147.3980179886
kmeans,4,c-bo-mcs_stp,0.0407996736026112,0.000173143359785649
rocksdb,3,backoff,7383656,35622.440693761
blackscholes,1,mcs-timepub,0.0256081946222791,0.000200842036100941
bodytrack,1,clh_stp,0.0262536098713573,0.000228661406599731
word_count,2,hticket-ls,0.0998003992015968,0.000769922243504635
x264,1,ahmcs,0.0805152979066023,0.000554393688371113
bodytrack,2,hmcs,0.0361141206211629,0.000302813494807814
volrend,2,clh_spin,0.104712041884817,0.000745953824121538
radiosity,3,malth_spin,0.0623441396508728,0.000494680747880793
volrend,2,alock-ls,0.107758620689655,0.00075869189393589
string_match,4,ticket,0.117647058823529,0.000529573704887032
streamcluster,4,backoff,0.0216122757726389,0.000191159224231137
matrix_multiply,1,clh-ls,0.0307219662058372,0.000211019148433986
s_raytrace_ll,4,mcs-ls,603775,2324.50246080218
matrix_multiply,1,partitioned,0.0313873195229127,0.000217089631263369
water_spatial,1,c-tkt-tkt,0.0473036896877956,0.000340799669507203
string_match,3,pthreadadapt,0.0937207122774133,0.000467954165121182
dedup,2,pthread,0.0963391136801541,0.000711905175586079
bodytrack,3,clh_spin,0.0431965442764579,0.000333409386904034
pca_ll,1,spinlock-ls,354175,2201.07421868142
water_spatial,3,ttas-ls,0.0276090557702927,0.000214236381523247
lu_ncb,2,ticket-ls,0.0475737392959087,0.000283518220970976
radiosity_ll,3,c-ptl-tkt,399748,1914.45693330596
water_spatial,1,clh_spin,0.0143061516452074,0.000117451990895312
string_match,4,c-bo-mcs_stp,0.115740740740741,0.000521944710477199
lu_ncb,3,ttas,0.063653723742839,0.000351269789724568
dedup,3,ticket,0.01960399921584,0.000101326226975933
word_count,2,c-bo-mcs_spin,0.100603621730382,0.000773922661075738
p_raytrace,1,ahmcs,0.0134989200863931,0.00011778023225317
fmm,4,ttas,0.0693962526023595,0.000453462246809508
canneal,3,c-tkt-tkt,0.0135832654170062,0.000110088774798661
ssl_proxy,3,clh-ls,60234,308.532841616309
fmm,3,ticket,0.0623052959501558,0.000415579440029886
ferret,3,hticket-ls,0.0132030631106417,5.84399079923024e-05
s_raytrace_ll,1,ahmcs,151777,948.448623766534
dedup,1,ttas-ls,0.0218531468531469,0.000177600510650912
streamcluster_ll,4,partitioned,22219,99.7296540441634
ferret,3,c-bo-mcs_stp,0.0749063670411985,0.000307647016845094
water_spatial,4,ahmcs,0.0118455342335939,9.83384215946897e-05
p_raytrace,1,pthreadadapt,0.0135391280801516,0.000117830730219021
blackscholes,1,spinlock,0.0255036980362153,0.000199326846092429
dedup,4,pthreadadapt,0.0561167227833895,0.000406212855007947
fmm,2,clh_spin,0.0549450549450549,0.000384278469797185
dedup,2,spinlock-ls,0.0963391136801541,0.000719025130944309
matrix_multiply,4,hmcs,0.120048019207683,0.000525860026865169
water_nsquared,1,ticket-ls,0.0192233756247597,0.000127008883200822
water_spatial,3,ticket,0.101112234580384,0.000609115738270864
volrend,2,clh_stp,0.0908265213442325,0.000669761917340193
upscaledb,1,ahmcs,272807,1922.99866634865
word_count,3,mcs-timepub,0.0514933058702369,0.000447653893663216
water_spatial,4,malth_stp,0.106837606837607,0.000636859536189109
canneal,2,c-bo-mcs_spin,0.0127323656735421,0.000103738448378065
blackscholes,3,partitioned,0.0338409475465313,0.000256366106814183
memcached,1,c-bo-mcs_stp,139783,906.400291769296
streamcluster_ll,3,c-bo-mcs_stp,2786,24.6393141801667
streamcluster,2,c-tkt-tkt,0.490196078431373,0.00291482169869524
canneal,4,clh_spin,0.0139275766016713,0.000111792177901268
x264,3,clh_spin,0.126582278481013,0.000743416898951056
ssl_proxy,2,ttas-ls,30416,179.811347533763
bodytrack,1,ttas,0.0262605042016807,0.000228020616289748
streamcluster,2,mcs-ls,0.305810397553517,0.00181648934221835
canneal,1,c-bo-mcs_spin,0.011134617525888,9.13237896142458e-05
bodytrack,1,backoff,0.0262260687123,0.000229006745845758
word_count,4,ticket,0.0449640287769784,0.000390020019988939
blackscholes,1,clh_stp,0.0254647313470843,0.000199441553916287
word_count,2,clh_stp,0.0843881856540084,0.000687538103189794
pca_ll,2,spinlock,296087,1635.92501883344
x264,1,alock-ls,0.0798084596967279,0.000548908560154234
pca,2,c-bo-mcs_stp,0.0564015792442188,0.0004147382544034
upscaledb,1,ttas,218275,1548.24395549671
ssl_proxy,2,pthreadadapt,41282,241.066910923511
barnes,2,clh_stp,0.0816993464052288,0.000488316060640424
s_raytrace_ll,4,ticket,241750,1056.12530330182
ssl_proxy,2,clh_spin,58797,341.554143909703
p_raytrace,2,ttas-ls,0.013401232913428,0.000115888484528497
kyotocabinet,1,ahmcs,438092,3080.88508320862
histogram,1,pthreadadapt,0.854700854700855,0.00605689802763354
water_nsquared,4,clh-ls,0.0335570469798658,0.000189548303763098
freqmine,2,pthreadadapt,0.0250878073256397,0.000152640399891471
lu_cb,3,c-bo-mcs_stp,0.0765110941086457,0.000464207436262308
matrix_multiply,1,partitioned,0.0300661455201443,0.000206639413670797
ferret,2,alock-ls,0.0526870389884089,0.000261264408438203
rocksdb,2,malth_spin,5000082,28049.3025725417
histogram,4,malth_spin,0.245098039215686,0.00214471624724174
x264,3,malth_spin,0.126742712294043,0.000776909550192732
pca,2,mcs_stp,0.00575572694831357,5.75100848682712e-05
kyotocabinet,3,clh_spin,350358,1847.67786658922
linear_regression,4,mutexee,2.38095238095238,0.011622965864744
word_count,4,clh_stp,0.0433463372345037,0.00038563028209053
volrend,4,spinlock,0.0694927032661571,0.000441480427460369
radiosity_ll,4,c-bo-mcs_stp,52437,315.582028301311
string_match,4,clh_stp,0.103842159916926,0.000502582514723499
canneal,4,spinlock,0.013713658804169,0.000110799137635642
p_raytrace,1,c-tkt-tkt,0.0134680134680135,0.000117236790674486
linear_regression,3,backoff,2.38095238095238,0.0122912202572289
x264,3,c-tkt-tkt,0.125944584382872,0.000772143272271348
barnes,4,pthreadadapt,0.141643059490085,0.000682915276207344
streamcluster,4,partitioned,0.207900207900208,0.000942913016407187
vips,1,ttas,0.0868055555555556,0.000570893517953225
water_spatial,4,ahmcs,0.0117771758332352,9.7606778185583e-05
x264,2,ahmcs,0.117508813160987,0.000739551220809851
s_raytrace_ll,4,mcs-timepub,529467,2006.23008315992
fmm,1,ttas-ls,0.0423370025402202,0.000313915640446668
radiosity_ll,1,partitioned,232957,1528.08660463646
pca,2,spinlock-ls,0.0464468183929401,0.000301772804688165
water_spatial,4,clh-ls,0.0167252048837598,0.000135269723611171
x264,3,mcs-ls,0.126262626262626,0.000776577835936762
ssl_proxy,1,clh_stp,7098,65.4999414994535
streamcluster,1,pthread,0.62111801242236,0.00436422645148836
lu_cb,3,mutexee,0.078003120124805,0.000470950186331465
kmeans,4,c-bo-mcs_stp,0.0437636761487965,0.000184903711196397
swaptions,1,c-tkt-tkt,0.0362713093942691,0.000240166220116888
memcached,1,hmcs,147583,952.118723991496
radiosity_ll,2,ticket,112956,674.078035996457
ferret,4,pthread,0.0748502994011976,0.000307537793702353
streamcluster,3,hmcs,0.377358490566038,0.00196938391821968
matrix_multiply,3,ttas-ls,0.0909090909090909,0.000453899816511589
lu_ncb,4,mcs_stp,0.0810372771474878,0.00039841199353967
streamcluster,3,malth_spin,0.0449640287769784,0.000355808072766189
streamcluster,3,alock-ls,0.373134328358209,0.00196314642924876
x264,2,malth_stp,0.117785630153121,0.000743881378164094
kyotocabinet,4,clh-ls,349386,1625.60558502667
rocksdb,3,clh_stp,6835209,32969.6276387606
upscaledb,2,c-bo-mcs_stp,90515,688.538788634688
kmeans,1,ttas-ls,0.0225580870742161,0.000149960912133397
matrix_multiply,4,pthread,0.116959064327485,0.000519201815991424
streamcluster,3,mutexee,0.0354233085370174,0.000322129793860496
bodytrack,2,mutexee,0.0356760613628255,0.000298253987217525
x264,1,c-ptl-tkt,0.0792393026941363,0.00054406411235831
pca,3,c-bo-mcs_spin,0.09000900090009,0.000573494547850418
ssl_proxy,4,mcs_spin,44713,205.53921968306
streamcluster_ll,4,mcs_stp,2464,16.0407619718687
vips,1,ticket-ls,0.0866551126516465,0.000568531089442094
kyotocabinet,2,c-bo-mcs_stp,184200,1363.75803976825
barnes,4,ticket-ls,0.13986013986014,0.000679044332942558
water_spatial,4,hticket-ls,0.109289617486339,0.00064526226512481
streamcluster,4,ttas,0.0358680057388809,0.00025078568748346
radiosity_ll,4,pthreadadapt,177512,805.129333151829
ssl_proxy,2,ttas,30648,182.378379378747
swaptions,1,mcs_spin,0.0364963503649635,0.000240989221947189
upscaledb,4,ttas,224929,1062.06606543031
canneal,3,c-tkt-tkt,0.0135574837310195,0.000109644133049196
water_spatial,3,ttas,0.101936799184506,0.000615961176651984
vips,1,spinlock-ls,0.0867302688638335,0.000569890134448492
vips,3,mutexee,0.234192037470726,0.00107730909235041
radiosity,1,mcs_stp,0.0351493848857645,0.000314490350164415
word_count,3,ticket,0.0513874614594039,0.000445329933932815
kyotocabinet,4,c-tkt-tkt,390134,1811.71489193011
lu_cb,2,hticket-ls,0.0640614990390775,0.000410121931485395
x264,1,c-bo-mcs_spin,0.0797448165869219,0.000548881344417231
ferret,2,alock-ls,0.0526870389884089,0.00026219052726207
barnes,2,ahmcs,0.0781860828772479,0.000475454101707613
lu_cb,1,spinlock-ls,0.0453720508166969,0.000312790466904523
s_raytrace,2,hticket-ls,0.0979431929480901,0.000506202947901316
x264,4,spinlock-ls,0.128369704749679,0.000779323385949882
histogram,2,mcs-timepub,0.649350649350649,0.00470512824819823
x264,4,c-ptl-tkt,0.130378096479791,0.000791419360383547
streamcluster_ll,4,backoff,2077,18.5796533938376
bodytrack,2,mutexee,0.0357398141529664,0.000297303286399685
dedup,2,ttas-ls,0.0157529930686831,0.000123124113875137
volrend,3,backoff,0.0736919675755343,0.000605513498925875
string_match,2,malth_spin,0.0668896321070234,0.0003794937987776
pca,3,mutexee,0.0644329896907217,0.000395095291320576
freqmine,1,c-bo-mcs_spin,0.01657824933687,0.00011217234997104
bodytrack,2,clh_spin,0.0364963503649635,0.00030453759153711
volrend,3,hticket-ls,0.0859106529209622,0.000690550509248372
water_spatial,4,spinlock-ls,0.114942528735632,0.000662785584722921
upscaledb,3,spinlock-ls,110119,593.752148003632
swaptions,1,clh-ls,0.0365764447695684,0.000241391449604522
lu_cb,1,mcs_spin,0.0454132606721163,0.00031312440578088
upscaledb,3,clh_stp,18051,185.692646481701
kyotocabinet,1,ahmcs,449813,3198.25054352157
streamcluster_ll,3,pthread,3032,25.5053482662773
radiosity,3,pthreadadapt,0.0601684717208183,0.000461214179081864
water_nsquared,2,malth_spin,0.0370233246945576,0.000204012981660203
swaptions,1,clh-ls,0.036563071297989,0.000241210910552925
fmm,2,c-tkt-tkt,0.0591366055588409,0.000408825612692095
lu_cb,2,alock-ls,0.0652315720808871,0.000418041138901747
lu_cb,1,c-ptl-tkt,0.0447227191413238,0.000309915225377063
kyotocabinet,4,clh_stp,20363,207.725630706857
kmeans,3,mutexee,0.0411692054343351,0.000194834032253566
histogram,1,clh-ls,0.793650793650794,0.00577111933473814
pca,4,mcs-timepub,0.078003120124805,0.000448427707190187
blackscholes,1,c-tkt-tkt,0.0255493101686254,0.000200414534175774
kyotocabinet,1,ttas,370028,2631.5145493857
canneal,4,mcs_stp,0.0137513751375138,0.000111440262556468
vips,1,mcs-ls,0.0867302688638335,0.000566960867631238
pca,2,c-bo-mcs_spin,0.0868055555555556,0.000607612790495445
vips,1,c-ptl-tkt,0.0866551126516465,0.000570292878783904
radiosity_ll,2,pthread,126141,737.142859847702
ssl_proxy,3,spinlock,5826,31.1372620405831
kyotocabinet,3,mcs-timepub,311748,1522.18194646451
volrend,3,c-bo-mcs_stp,0.0639795265515035,0.000535775577005182
word_count,3,ahmcs,0.05005005005005,0.000426368497421109
water_spatial,1,mcs-ls,0.0466635557629491,0.000336933258775574
streamcluster_ll,4,spinlock,2232,16.6258484210673
fmm,4,malth_spin,0.0687757909215956,0.000440544566160584
histogram,4,c-bo-mcs_spin,0.236406619385343,0.00206488716287816
linear_regression,1,malth_stp,1.05263157894737,0.00724613322599974
water_nsquared,2,partitioned,0.0368595650571323,0.000202168027526982
streamcluster,4,ticket,0.0306466441924609,0.000176018411111807
linear_regression,4,clh_stp,0.571428571428571,0.00471668645041493
ssl_proxy,3,ticket-ls,35944,181.670447533755
ssl_proxy,1,spinlock-ls,38061,260.968013676943
s_raytrace_ll,2,pthread,234887,1237.40874165187
x264,4,clh-ls,0.129533678756477,0.000786201812884049
fmm,1,malth_spin,0.0431406384814495,0.000317624552949159
streamcluster_ll,2,malth_stp,10369,62.0537333265078
word_count,2,clh_spin,0.0980392156862745,0.000766109851616726
barnes,3,pthread,0.120336943441637,0.000626300867219333
radiosity,1,c-ptl-tkt,0.0634517766497462,0.000529142343384345
radiosity,2,spinlock-ls,0.0445831475702185,0.000332443698813712
blackscholes,3,malth_spin,0.0337723741979061,0.00025784911656281
matrix_multiply,3,c-bo-mcs_spin,0.088339222614841,0.000443053460383432
kyotocabinet,4,spinlock-ls,114248,549.649011810959
s_raytrace,1,c-ptl-tkt,0.053763440860215,0.000343079860029483
s_raytrace_ll,1,spinlock-ls,151626,953.71180456588
kyotocabinet,4,spinlock,96526,463.032534605009
streamcluster,1,ttas,0.549450549450549,0.00387250422669314
mysqld,1,mcs_stp,1755,13.0262517569203
p_raytrace,4,ticket,0.0135043889264011,0.000117539077222036
ssl_proxy,3,clh_spin,55671,283.273055059981
canneal,3,ticket,0.0135062128579146,0.000109749349402729
lu_cb,4,c-bo-mcs_spin,0.0878734622144112,0.000504504575553293
pca,4,ahmcs,0.0803212851405622,0.000499507626341578
swaptions,1,ttas-ls,0.0365363536719035,0.000241176081947166
ssl_proxy,1,mcs_stp,6801,62.8422144816515
ssl_proxy,4,mcs_stp,1485,14.8967379193525
pca,2,hticket-ls,0.0823723228995058,0.000567745709154073
ssl_proxy,1,mcs-ls,71340,477.849953319539
upscaledb,3,c-bo-mcs_stp,132857,981.12223111672
ferret,1,clh_stp,0.0267522739432852,0.000168356944433753
radiosity,4,clh-ls,0.0568181818181818,0.000441479285515116
p_raytrace,2,alock-ls,0.0134282261313281,0.000116856134341861
s_raytrace_ll,2,clh-ls,325922,1641.38386807251
pca,3,mcs_stp,0.00575871004894904,5.75716543246235e-05
kyotocabinet,4,malth_stp,202641,1905.17477476055
barnes,4,pthreadadapt,0.142247510668563,0.000686314140273809
pca_ll,4,partitioned,693130,2397.31258882682
linear_regression,4,malth_stp,2.04081632653061,0.0108458778202319
freqmine,3,mcs_stp,0.0304506699147381,0.000173958431320494
string_match,4,malth_stp,0.116009280742459,0.000528634747905346
swaptions,1,c-ptl-tkt,0.0365230094959825,0.000241039935466378
volrend,3,backoff,0.0749625187406297,0.000605744285293473
volrend,2,clh_stp,0.0831946755407654,0.000641695932327281
lu_cb,4,spinlock-ls,0.0878734622144112,0.00050495550761784
radiosity_ll,1,clh_stp,67041,556.193210276425
streamcluster_ll,4,spinlock-ls,2482,15.6151162000256
linear_regression,2,malth_stp,1.69491525423729,0.0104887673273387
x264,4,ahmcs,0.127388535031847,0.000777367595447331
dedup,4,ticket-ls,0.00515331100231899,2.43467140175552e-05
upscaledb,1,c-ptl-tkt,269088,1892.89454695368
water_spatial,3,clh_spin,0.0161890885543144,0.000131847243862755
dedup,1,ttas-ls,0.02154243860405,0.000175445192430187
lu_ncb,4,backoff,0.0786782061369001,0.000404229368122339
blackscholes,4,clh-ls,0.0352609308885755,0.000267252704311875
volrend,4,hticket-ls,0.0709219858156028,0.000484789163108371
radiosity,3,pthreadadapt,0.0601684717208183,0.000462689881467047
upscaledb,4,mcs-ls,242206,1106.82617815049
lu_ncb,4,spinlock-ls,0.0791139240506329,0.000397860624961467
streamcluster_ll,1,mutexee,10376,77.7771955148914
radiosity,1,pthread,0.0578703703703704,0.000475538515376811
dedup,3,clh-ls,0.00929800092980009,7.04451882208345e-05
radiosity,4,malth_spin,0.0638977635782748,0.000489566473148465
blackscholes,1,backoff,0.0255623721881391,0.00020059410578151
vips,4,hmcs,0.0602046959662854,0.000274111969826491
histogram,1,pthreadadapt,0.833333333333333,0.00610189842080611
fmm,1,backoff,0.043630017452007,0.000321917129719295
upscaledb,4,hmcs,284927,1318.7009687234
fmm,2,mcs_stp,0.0604960677555959,0.000416736497986153
swaptions,2,mcs_spin,0.0668449197860962,0.000367549687749431
pca,3,ttas,0.0644329896907217,0.000403208172759996
dedup,4,c-bo-mcs_spin,0.029940119760479,0.000226455190888813
histogram,4,malth_spin,0.240384615384615,0.00208926400955616
radiosity,4,mutexee,0.0570776255707763,0.000415051451745302
upscaledb,1,pthread,97388,960.37631194176
histogram,3,partitioned,0.264550264550265,0.00226138515159313
swaptions,1,malth_stp,0.0365497076023392,0.00024163795731461
canneal,4,malth_spin,0.0137665198237885,0.000111338274233273
blackscholes,2,ahmcs,0.0313774709758393,0.000241294836641942
upscaledb,2,c-bo-mcs_stp,184743,1424.80093137926
linear_regression,1,ticket-ls,1.01010101010101,0.00690516398752864
histogram,2,ttas,0.636942675159236,0.00471775804891039
vips,2,alock-ls,0.163934426229508,0.000887552841002015
volrend,4,pthreadadapt,0.0619195046439629,0.000408336413112048
p_raytrace,4,mcs-timepub,0.0135299688810716,0.000117173119539853
linear_regression,3,mcs_stp,0.558659217877095,0.00470508636303646
ssl_proxy,3,mcs_spin,59815,304.15936598167
barnes,1,alock-ls,0.0489236790606654,0.000335732146120094
radiosity,4,c-ptl-tkt,0.0663129973474801,0.000519615698651727
barnes,3,c-tkt-tkt,0.116686114352392,0.000612258358646625
lu_ncb,4,clh_stp,0.0812347684809098,0.000397950593284562
s_raytrace_ll,3,ttas-ls,147080,706.794353862591
rocksdb,4,spinlock-ls,8867505,37903.24779892
volrend,4,spinlock-ls,0.0686813186813187,0.000435859905431494
p_raytrace,4,hmcs,0.0135703623286742,0.000118336125600048
histogram,4,clh-ls,0.244498777506112,0.00213369756176597
sqlite,1,c-bo-mcs_stp,20865,135.028693160468
s_raytrace_ll,4,pthreadadapt,389104,1637.71569890344
pca_ll,1,backoff,315359,2031.28839454646
streamcluster_ll,3,mcs_spin,2781,22.7705979750626
rocksdb,2,partitioned,4860860,27437.8363126238
string_match,1,c-bo-mcs_stp,0.0351123595505618,0.000241611335258806
streamcluster,3,pthread,0.0681198910081744,0.000511933288588896
kmeans,1,spinlock-ls,0.0227014755959137,0.000150697144445205
streamcluster,2,malth_spin,0.277777777777778,0.00167008808427007
barnes,2,mcs_spin,0.0889679715302491,0.000520654746314778
lu_ncb,1,ahmcs,0.0350754121360926,0.000232970902697699
ssl_proxy,3,c-bo-mcs_spin,88732,446.409107816392
string_match,1,partitioned,0.0353356890459364,0.000238945165594123
ferret,3,mcs_spin,0.0131821776957553,5.98778976963792e-05
histogram,3,mcs_stp,0.202020202020202,0.00183039876146727
ferret,1,mcs_spin,0.0264270613107822,0.000165752473595271
string_match,1,malth_spin,0.0350877192982456,0.000238606586439996
matrix_multiply,4,c-bo-mcs_spin,0.118063754427391,0.000521132107327422
blackscholes,2,clh_stp,0.03125,0.000239194699893414
ssl_proxy,1,clh_spin,65928,443.108538128489
barnes,4,hmcs,0.138504155124654,0.000671085960091847
streamcluster,4,alock-ls,0.122699386503067,0.000654144155279505
dedup,2,clh-ls,0.0109817702613661,8.61355794848675e-05
streamcluster,3,malth_spin,0.0412031314379893,0.00035409528134565
string_match,3,clh-ls,0.093984962406015,0.000470540081218644
x264,4,backoff,0.129198966408269,0.000785531830909233
lu_cb,2,ttas-ls,0.0670690811535882,0.000424712700662157
pca,4,ticket,0.0517866390471258,0.000287031922649085
volrend,1,clh-ls,0.0902527075812274,0.000655411043326484
freqmine,3,alock-ls,0.0303674460977832,0.000173853207618558
barnes,1,c-bo-mcs_spin,0.050709939148073,0.000342447493350287
fmm,3,ticket-ls,0.0653167864141084,0.000433597944269133
dedup,1,hticket-ls,0.0630914826498423,0.000516985566473322
word_count,2,clh-ls,0.101936799184506,0.000784677185500788
dedup,3,clh_stp,0.00948586605957124,7.19847507250678e-05
water_spatial,1,c-ptl-tkt,0.0467945718296678,0.000336689010005914
fmm,4,mutexee,0.0721500721500722,0.000467779863301533
radiosity,1,clh_stp,0.0316656111462951,0.000283710245704705
vips,3,mcs-ls,0.230414746543779,0.00106662402901108
s_raytrace_ll,1,ticket,151967,955.533886914252
kyotocabinet,4,clh_spin,347696,1614.42844814449
freqmine,1,hmcs,0.0165453342157512,0.000112305402474139
lu_cb,4,malth_stp,0.0865051903114187,0.000498935225329236
string_match,1,malth_spin,0.0351988736360436,0.000239668350732603
rocksdb,1,ticket,2524351,16805.6800466483
p_raytrace,1,c-ptl-tkt,0.0133067198935462,0.000115924379300511
water_nsquared,1,backoff,0.0192492781520693,0.000128453377201909
pca,1,clh-ls,0.0814332247557003,0.000597477655230417
pca_ll,3,pthreadadapt,309894,1493.70995668784
pca_ll,4,ticket,515331,1880.40644081871
p_raytrace,3,mcs-ls,0.0131181949363768,0.000114257780269375
pca,2,c-bo-mcs_stp,0.0586166471277843,0.000429981724955424
freqmine,1,spinlock-ls,0.0165125495376486,0.000112019849499721
histogram,3,c-bo-mcs_stp,0.251889168765743,0.00218596120149268
kmeans,3,backoff,0.0391849529780564,0.000186611839715029
blackscholes,1,c-bo-mcs_spin,0.0255362614913177,0.000200463007885795
string_match,2,mcs_stp,0.0613496932515337,0.000365496521633565
fmm,1,clh_stp,0.0410677618069815,0.000305697232551384
radiosity_ll,4,mcs_stp,4700,47.7325694036891
vips,4,alock-ls,0.0897666068222621,0.0003978174719848
histogram,1,ahmcs,0.840336134453782,0.0060666022903098
lu_ncb,2,pthreadadapt,0.0487804878048781,0.000296440855174275
upscaledb,3,pthreadadapt,58105,582.047256487375
fmm,3,clh_spin,0.0598086124401914,0.000401064878106399
rocksdb,3,ahmcs,6653910,32162.113552164
streamcluster,2,backoff,0.199203187250996,0.00144374174501857
water_nsquared,1,partitioned,0.0191314329443275,0.000127674625209274
freqmine,3,partitioned,0.0298418382572366,0.000171610127313974
radiosity_ll,1,spinlock-ls,149008,1011.04543800011
lu_ncb,1,mcs_stp,0.035498757543486,0.000234336770226075
matrix_multiply,3,ttas-ls,0.0909918107370337,0.000454188540596844
matrix_multiply,1,c-tkt-tkt,0.0304043782304652,0.000209087226426185
rocksdb,1,ttas-ls,2544367,17052.8905369512
ssl_proxy,3,malth_spin,51148,261.563140973011
streamcluster_ll,3,mcs-timepub,2003,18.872682743372
water_spatial,2,c-bo-mcs_stp,0.076103500761035,0.000497892753314418
word_count,4,ahmcs,0.0453514739229025,0.000394740535370427
volrend,3,clh_spin,0.0831255195344971,0.000656313255492074
memcached,3,ticket-ls,39193,208.713724787259
pca,2,mcs-timepub,0.0857632933104631,0.000586211709572216
