bench,node,strategy,throughput
pca,8,pthreadadapt,0.0545851528384279
word_count,2,pthread,0.130039011703511
string_match,1,ticket-ls,0.0148060408646728
upscaledb,6,c-bo-mcs_stp,131721
memcached-old,6,ttas-ls,54730
streamcluster,6,alock-ls,0.194174757281553
pca,8,ticket,0.040048057669203
fmm,8,spinlock-ls,0.0605326876513317
swaptions,8,pthread,0.0782472613458529
fmm,8,c-ptl-tkt,0.0562113546936481
streamcluster_ll,8,c-ptl-tkt,16379
ferret,8,ttas-ls,0.046882325363338
lu_cb,2,alock-ls,0.0448229493500672
pca_ll,8,ticket-ls,313110
memcached-new,6,ticket-ls,264824
s_raytrace,8,ttas,0.0259336099585062
s_raytrace,1,ttas-ls,0.0231964741359313
streamcluster_ll,6,pthread,7736
s_raytrace_ll,4,spinlock-ls,110822
word_count,1,mcs_stp,0.0886524822695035
radiosity_ll,8,malth_spin,174530
pca,6,pthread,0.0427899015832264
s_raytrace,8,alock-ls,0.114810562571757
pca_ll,8,spinlock,107310
canneal,8,mutexee,0.0141163184641446
radiosity,1,mcs_stp,0.0493339911198816
linear_regression,8,mutexee,1.14942528735632
histogram,1,ticket-ls,0.418410041841004
vips,8,c-ptl-tkt,0.0492125984251968
ssl_proxy,6,c-bo-mcs_spin,48194
ferret,6,ttas-ls,0.0495540138751239
swaptions,2,c-bo-mcs_stp,0.0250187640730548
s_raytrace,6,c-bo-mcs_stp,0.015581177937052
linear_regression,4,malth_stp,1.38888888888889
blackscholes,2,hmcs,0.0226244343891403
kyotocabinet,8,mcs-timepub,282724
lu_ncb,4,spinlock,0.0440528634361234
barnes,8,mcs-ls,0.0862068965517241
barnes,8,hticket-ls,0.0910746812386157
p_raytrace,1,c-bo-mcs_stp,0.0136258345823682
streamcluster,8,backoff,0.0335345405767941
ssl_proxy,1,spinlock-ls,39187
rocksdb,1,malth_spin,1332939
lu_ncb,4,alock-ls,0.0457456541628545
bodytrack,6,mcs-timepub,0.0456204379562044
matrix_multiply,8,clh-ls,0.106382978723404
s_raytrace,8,mcs-ls,0.105263157894737
ferret,4,hticket-ls,0.0263782643102084
memcached-new,6,spinlock-ls,77411
linear_regression,8,alock-ls,1.40845070422535
lu_cb,2,spinlock-ls,0.0449438202247191
linear_regression,8,ahmcs,1.42857142857143
radiosity_ll,4,malth_spin,186601
streamcluster,1,c-ptl-tkt,0.0417710944026733
word_count,8,ttas-ls,0.0879507475813544
x264,6,mcs_spin,0.11037527593819
lu_ncb,4,clh_stp,0.0412711514651259
freqmine,1,ttas-ls,0.00816060062020565
barnes,8,spinlock,0.0909090909090909
linear_regression,6,spinlock-ls,1.21951219512195
s_raytrace,6,hticket-ls,0.093984962406015
linear_regression,2,spinlock-ls,1.20481927710843
lu_ncb,8,c-bo-mcs_stp,0.0617665225447807
linear_regression,2,alock-ls,1.20481927710843
pca,4,spinlock-ls,0.0660501981505944
p_raytrace,2,partitioned,0.0136165577342048
linear_regression,8,hmcs,1.25
rocksdb,4,clh_stp,5331494
matrix_multiply,6,pthread,0.101419878296146
linear_regression,8,c-ptl-tkt,1.49253731343284
linear_regression,8,clh_stp,0.961538461538461
linear_regression,8,c-bo-mcs_stp,0.401606425702811
memcached-new,4,ttas,200150
string_match,8,partitioned,0.0627352572145546
vips,1,ttas-ls,0.0379650721336371
kyotocabinet,8,hticket-ls,354778
streamcluster_ll,6,c-ptl-tkt,16587
dedup,1,spinlock,0.0711743772241993
histogram,4,malth_spin,0.606060606060606
upscaledb,2,mutexee,102523
histogram,6,mcs_stp,0.343642611683849
rocksdb,4,ahmcs,4916850
volrend,6,clh_stp,0.0915750915750916
streamcluster,8,backoff,0.0396039603960396
linear_regression,2,c-ptl-tkt,1.0752688172043
string_match,8,ticket,0.0612369871402327
ferret,8,spinlock-ls,0.0469924812030075
s_raytrace,8,mcs_spin,0.107758620689655
memcached-old,7,malth_stp,74534
fmm,2,ahmcs,0.0359324469996407
linear_regression,2,ttas-ls,1.17647058823529
fmm,1,c-bo-mcs_stp,0.0289184499710816
histogram,2,mutexee,0.574712643678161
string_match,8,ahmcs,0.0635727908455181
vips,2,c-tkt-tkt,0.0731528895391368
matrix_multiply,4,pthreadadapt,0.0838926174496644
linear_regression,6,clh-ls,1.31578947368421
ferret,2,c-bo-mcs_stp,0.0228466986520448
ferret,4,partitioned,0.0312304809494066
word_count,8,spinlock-ls,0.0938967136150235
word_count,4,partitioned,0.116686114352392
barnes,2,spinlock,0.0286368843069874
s_raytrace,6,spinlock-ls,0.0377786173026067
linear_regression,8,hmcs,1.42857142857143
radiosity,1,mcs_stp,0.0576036866359447
canneal,1,c-tkt-tkt,0.00819403474270731
radiosity,4,malth_spin,0.0538793103448276
